Hospital Name,Address,City,Phone,Pincode,State
Alps Hospital (Max Hospital),"Block B, Sushant Lok Phase-1,Next To Park Plaza Hotel",Gurgaon,9123456789,122001,Haryana
Altec Laser & Superspeciality Hospital,B-2 Ranjit Avenue Amritsar,Amritsar,9123456789,143001,Punjab
Altius Healthcare Pvt Ltd,"A-6, Pushpanjali Enclave,Pitampurapithampura New Delhi",Delhi,9123456789,110034,Delhi
Altius Healthcare Pvt Ltd,"#1,Gulshan Park, Main Rohtak Road, Mangloi-110041",Delhi,9123456789,110041,Delhi
Alva Hospital Pvt Ltd,"74/A2, Meenkarai Road,Pollachi Coimbatore",Pollachi,9123456789,642013,Tamilnadu
Amala Cancer Hospital & Research Centre,"Amalanagar, Trissur,Kerala-680555.",Trichur,9123456789,680555,Kerala
Amar Leela Hospital (P) Ltd,"B-1/6, Janak Puri,Main Najafgarh Roadmain Najafgarh Road,",Delhi,9123456789,110058,Delhi
Amar Medical & Research Centre,"Kiran Path,Mansarover",Jaipur,9123456789,302020,Rajasthan
Amar Orthopaedic Hospital,"13-2-12, 1St Line Gunturuvari Thota, Guntur-522001",Guntur,9123456789,522001,Andhra Pradesh
Amaravathi Hospital,"#74, Ramanujam Nagar, Kovai Road, Karur, Tamilnadu.",Karur,9123456789,639002,Tamilnadu
Amaravathi Institute Of Medical Sciences Pvt Ltd,"Old Club Road, Kothapeta.Oldclub Road Guntur",Guntur,9123456789,522001,Andhra Pradesh
Amarawati Hospital,"Saraswati Enclave Near Power House, Opp. Sec. 10A, Gurgaon-122001, Haryana",Gurgaon,9123456789,122001,Haryana
Amardeep Eye Care,"Tc 5/608, Gnp.2, Nalini Vilas, Thiruvananthapuram, Kerala",Thiruvananthapuram,9123456789,695005,Kerala
Amardeep Nursing Home,"101 Ratna Tarang, Old Nagardas Road, Andheri (E)Old Nagardas Road,Andheri (E)",Thane,9123456789,400069,Maharashtra
Ambaa Hospitals,"#9-1-29/23,Opp To Pratap Theatre,Lunger House",Hyderabad,9123456789,500008,Andhra Pradesh
Ambay Hospital,"1, Lajpat Nagar, Near St. Thomas School.",Ghaziabad,9123456789,201005,Uttar Pradesh
Ambika Hospital,"Murarji Peth, Solapur-413002.",Solapur,9123456789,413002,Maharashtra
Amee Deep Hospital,"Gf-12, Narsinhadham Complex, Opp Sangam Bus Stop, Harni Road.",Baroda,9123456789,390022,Gujarat
American Oncology Institute (A Unit Of Cancer Treatment Services Hyderabad Pvt. Ltd.),"No. 1-111/4/B/104, Flat No. B-104, Kondapur, Kothaguda Post, Hyderabad, Andhra Pradesh",Hyderabad,9123456789,500084,Andhra Pradesh
Amijeet Maternity Hospital,"A/4, Shantram Complex, Near Nirnaynagar Garnala.",Ahmedabad,9123456789,382481,Gujarat
Amin Maternity And Nursing Home,"17, Manipushp Society, Opp:Sarathi-2, B/H Goyal Intercitynr. Surdhara Circle",Ahmedabad,9123456789,380054,Gujarat
Amit Hospital,"Canal Street, Near Radhakrishna & Kuthari Temples Street,Berhampur",Berhamapur,9123456789,760001,Orissa
Amit Jaggi Memorial Hospital,"Sector-1, Vibhav Nagar,Agra-282001.",Agra,9123456789,282001,Uttar Pradesh
Amit Nursing Home,"A-3 Manak Vihar Ext,Tihar,Tihar",Delhi,9123456789,110018,Delhi
Amma Children'S Hospital,"No.137-7-109/D, Old Club Road, Gunturvari Thota, Guntur-522001",Guntur,9123456789,522001,Andhra Pradesh
Amma Hospital,"9-64-2,Syed Gulab Street,Kothapet",Vijayawada,9123456789,520001,Andhra Pradesh
Amma Hospital,"32/515,Near Sri Rama Temple",Anekal,9123456789,562106,Karnataka
Amma Hospital,"# 1, Sowrastra Nagar7Th Street, Chennai",Chennai,9123456789,600094,Tamilnadu
Amma Hospital,"Bangalore Road, Hosur Town",Krishnagiri,9123456789,635109,Tamilnadu
Ammayi Eye Hospital,"New # 80, 7Th Avenue, Ashoknagar, Chennai-600083",Chennai,9123456789,600083,Tamilnadu
Amri Hospitals Ltd,"Jc 16 & 17, Salt Lake City, Sector - Iii, Annexe Build. Kb 24, Salt Lake City, Sector - Iii, Kolkata",Kolkata,9123456789,700098,West Bengal
Amri Medical Center,"97A, Southern Avenue, Opp To Lake Stadium, Kolkata-700029",Kolkata,9123456789,700029,West Bengal
Amrik Nethralaya,"#346, Hrbr 1St Kalyan Nagar,4Th Cross, 7Th B Main.",Bangalore,9123456789,560043,Karnataka
Amrit Medicare Pvt Ltd,"No.310,Mint Street,Near Sowcarpet, Chennai-600079",Chennai,9123456789,600079,Tamilnadu
Amritdhara Hospital Pvt Ltd,"Chaura Bazar,Near City Police Station",Karnal,9123456789,132001,Haryana
Amritsar Hospital,100 Ft Road East Mohan Nagar,Amritsar,9123456789,143001,Punjab
Amrut Hospital & Endoscopy Clinic,"Dr. Rajendra Prasad Road, Tilak Nagar, Dombivali(E), Thane, Maharashtra",Mumbai,9123456789,421201,Maharashtra
Amruth Hospital,"#1643, Opp:K.E.B.Office, Vidyarthi Bhavan, Davangere",Davangere,9123456789,577003,Karnataka
Amrutha Heart Hospital,60 Feet Road Satyanarayanapuramsatyanarayanpuram,Ongole,9123456789,523002,Andhra Pradesh
Amrutha Hospital,# 1 Near Water Tank Jakkur Main Road Amruthahalli Bangalore 560092,Bangalore,9123456789,560092,Karnataka
Amrutha Nursing Home,"3-3-168,Savaran Street,Besides Civil Hospital,Karimnagar",Karimnagar,9123456789,505001,Andhra Pradesh
Amrutha Nursing Home Private Limited,"D.No.10-7-85,Kailash Nagar,Gajuwaka.Gajuwaka",Gajuwaka,9123456789,530026,Andhra Pradesh
Amudha Poly Clinic And Hospital,"101,Athani Road,Sathyamangalam,Erode",Erode,9123456789,638401,Tamilnadu
Amulya Jyoti Eye Foundation,"#105,Manoharpukur Road,",Kolkata,9123456789,700029,West Bengal
Amulya Nursing Home,"Guntur Road, Narasaraopet.",Guntur,9123456789,522601,Andhra Pradesh
Anadiyil Hospital,"Thekkummood Junction, Trivandrm.",Trivandrum,9123456789,695037,Kerala
Anamay Eye Hospital,Off.C.G.Road Nr President Hotel Opp. Mahalya Builldingnavrangpura,Ahmedabad,9123456789,380009,Gujarat
Anamaya Nursing Home,"Sn48/1B/5-Gokulnagar,Katraj Kondhwa Road,Kondhawa Budruk",Pune,9123456789,411048,Maharashtra
Anand Eye Institute Private Limited,"4Th Floor,Rata Tycoon,Tarnaka",Hyderabad,9123456789,500017,Andhra Pradesh
Anand Health Care Ltd,"21,Community Centre, Preet Viharpreet Vihar",Delhi,9123456789,110092,Delhi
Anand Hospital,"B-52, New Krishna Park, Dholi Piao, Vikas Puri.",Delhi,9123456789,110018,Delhi
Anand Hospital,"11/17 Kasturba Gandhi Marg , Up, Allahabad Muir Road",Allahabad,9123456789,211001,Uttar Pradesh
Anand Hospital,"201, Kamaraj Salai,Manali,Chennaimanali",Chennai,9123456789,600068,Tamilnadu
Anand Hospital,"Nagar Road, Near S.T Stand,Ahemdnagar",Jamkhed,9123456789,413201,Maharashtra
Anand Hospital,"Shrikrishnapalace,Sn 136,Near Malwadi Police Station Warje,Malwadi",Pune,9123456789,411058,Maharashtra
Anand Hospital,"Balaji Tower,Mahatma Phule Chowke,Chakan",Pune,9123456789,410501,Maharashtra
Anand Hospital,"Sector-26,Plot 113, Hutatma Chowk Pradhikaran, Nigdi Pune-411044",Pune,9123456789,411044,Maharashtra
Anand Hospital & Eye Centre,"21, Bharat Mata Lane, Jamna Lal Bajaj Marg, C-Scheme, Jaipur-302001",Jaipur,9123456789,302001,Rajasthan
Anand Hospital & Navdeep Eye Centre,"No.105,Adarsh Nagar Near Head Post Office,",Panipat,9123456789,132103,Haryana
Anand Hospital & Research Centre Pvt Ltd,"7, Sindhu Nagar, Bhanwarkua Main Road",Indore,9123456789,452001,Madhya Pradesh
Anand Hospital (Multispeciality),"Mukeriganj, Azamgarh, Uttar Pradesh",Azamgarh,9123456789,276001,Uttar Pradesh
Anand Hospitals,"#97/54,Jg Nagar,2Nd Street,60 Feet Road,",Tiruppur,9123456789,641602,Tamilnadu
Anand Maternity & Nursing Home,"Saregram Complex, New Link Rd,Dahison (E), Mumbai-400068.",Mumbai,9123456789,400068,Maharashtra
Anand Medical Centre,"# 171, Sector 56, Near Kendriya Vihar",Gurgaon,9123456789,122002,Haryana
Anand Medical Foundation Subudh Hospital,"145,Kothrod Near Shivaji Statue",Pune,9123456789,411038,Maharashtra
Anand Multispeciality Hospital,"Shubh Complex, Shahibuy, Near Rajsthan Hosptial.",Ahmedabad,9123456789,380004,Gujarat
Anand Multispeciality Hospital,"N.H.8,Hirawati",Ahmedabad,9123456789,382350,Gujarat
Anand Nirogdham Hospital Pvt Ltd,"#A,1 Damodar Colony,Garh Road,",Meerut,9123456789,250004,Uttar Pradesh
Anand Nursing Home,"Kf-113, New Kavi Nagar.",Ghaziabad,9123456789,201002,Uttar Pradesh
Anand Nursing Home,"#1758 B/1, Sakoli Corner, K Ward.",Kolhapur,9123456789,416012,Maharashtra
Anand Nursing Home,"Divya Sarjan, 1St Floor, 90 Ft Road, Ganesh Chowk,Charkop,Kandivali West",Mumbai,9123456789,400067,Maharashtra
Anand Surgical Hospital Ltd.,"5, Janta Chambers, Nr,Saijpur Towernr. Saijpur Tower",Ahmedabad,9123456789,382345,Gujarat
Anandaloke Hospital & Neurosciences Centre,"2Nd Mile,Sevoke Road,",Siliguri,9123456789,734001,West Bengal
Anande Hospital,"Near Old R T O Office,Ramnagar, Chandrapur,Near Old R.T.O. Office.",Pune,9123456789,442402,Maharashtra
Anandlok Hospital,"Dk-713,Salt Lake City, Sector-Ii, Kolkata.",Kolkata,9123456789,700091,West Bengal
Anandpara Surgical & General Hospital,"Iqbal House, Rani Sati Marg Off.Pandit Socicitor Lane, Malad (East)Malad (E), Mumbai - 97",Mumbai,9123456789,400097,Maharashtra
Anandrishiji Hospital & Medical Research Centre,"124, Anand Rishiji Marg",Ahmednagar,9123456789,414001,Maharashtra
Anant Nursing Home Pvt Ltd,"Madan Mahal Station Road,Gate #3,Wright Town",Jabalpur,9123456789,482001,Madhya Pradesh
Anant Shree Hospital,"Indrapuri A- Sector, Opp. Bhel Gate # 1,Indrapuri",Bhopal,9123456789,462021,Madhya Pradesh
Anantha Lakshmi Kidney & Multispeciality Hospital,"H.No.3-9-10/4, Opp To Ramanathapur School, Ramanathapur, Hyderabad-500013",Hyderabad,9123456789,500013,Andhra Pradesh
Ananthapuri Hospital & Research Institute,"Tc 31/1424, Nh By Pass Road,Chacka ,Thirvvananthapuram,Kerala",Trivandrum,9123456789,695024,Kerala
Ananya Hospital Pvt Ltd,"389/44, 19Th Main,Rajajinagarrajajinagar",Bangalore,9123456789,560010,Karnataka
Anasuya Institute Of Medical Sciences,"16/2/142,Hotel Venkataramana Lane,Pogathota",Nellore,9123456789,524001,Andhra Pradesh
Anbu Hospital,"No.150/1,Kamarajar Salai,",Madurai,9123456789,625009,Tamilnadu
Anbu Hospital,"# 4,5, Lakshmivilas Street, Kumbakonam",Tanjore,9123456789,612001,Tamilnadu
Andhra Hospitals,"C.V.R Complex, Prakasamroad, Vijayawada",Vijayawada,9123456789,520002,Andhra Pradesh
Andhra Mahila Sabha,"No.11 & 12, Dr.Durgabaideshmukh Road, R.A.Puram,",Chennai,9123456789,600028,Tamilnadu
Aneja Hospital & Nursing Home,"# 48, Mahesh Nagar Opp Water Tank",Ambala,9123456789,133001,Haryana
Aneri Surgical & Neurosurgical Hospital,"1St Floor, Swami Narayan Complex.",Ahmedabad,9123456789,380007,Gujarat
Angel Maternity & Nursing Home,"No.3,Komedan Bagan Lane,Near Jora Girja Corporation ,Garage On Ajc Bose Road,",Kolkata,9123456789,700016,West Bengal
Anil Baghi Hospital,"Anil Baghi Road,Ferozepur City",Ferozepur,9123456789,152002,Punjab
Anil Eye Hospital,"1St Floor, Krishna Smirti, Phadke Road, Dombivli",Mumbai,9123456789,421201,Maharashtra
Anitha Nursing Home,"No 9-1/3, Sri Ramanagara Colony, Near Uppal Bus Depot, Hyderabad-500098",Hyderabad,9123456789,500098,Andhra Pradesh
Anjakha Hospital,"#23,Medavakkam Main Road,Madipakkam",Kanchipuram,9123456789,600091,Tamilnadu
Anjali Hospital,"Desai Vago,Nadiad",Nadiad,9123456789,387001,Gujarat
Anjali Hospital,#568-Dr.Ambedkar Chowk Opp Delux Cinema Pimpri,Pune,9123456789,411017,Maharashtra
Ankith Multispeciality Hospitals,"Opp Bus Stand,Ibrahimpatnam,Sagar Road",Rangareddy,9123456789,501506,Andhra Pradesh
Ankur Hospital,"1St Floor, Kalpatoru,Mathura Das Road,Kandivli (W)Mathuradas Rd, Kandivli (W)",Mumbai,9123456789,400067,Maharashtra
Ankur Maternity And Surgical Nursing Home,"Shree Vijay Chs Ltd,Kanjur Marg East",Mumbai,9123456789,400042,Maharashtra
Ankur Nursing Home,"Mohan Plaza, Main Road, Opposite Section, Ulhasnagar, Thane-421501",Thane,9123456789,421501,Maharashtra
Ankur Nursing Home & Pain Clinic,"Ashirwad Complex Chindhwad Main Road, Bus Stop Kalewadi Road,Chinchwad",Pune,9123456789,411033,Maharashtra
Ankura Children'S Hospital ( A Unit Of Ankura Medical & Research Centre Pvt Ltd ),"Near Geethejali School, 7Th Phase, Kphb Kukatpalli, Hyderabad",Kukatpally,9123456789,500072,Andhra Pradesh
Anmmol Orthovision,"101-102,Manisha Heights,Balrajeshwar Road,Mulund West",Mumbai,9123456789,400080,Maharashtra
Annadaneshwara Hospital,"Hahe Road, Sindhanur",Raichur,9123456789,584128,Karnataka
Annai Ent And Head & Neck Care Centre,"#12D,Palaniappa Street,Perundurai Road",Erode,9123456789,638009,Tamilnadu
Annai Hospital,"5-82/1, Kurumbanai Road, Karungal, Kanyakumari, Tamilnadu",Kanyakumari,9123456789,629157,Tamilnadu
Annai Velankanni Nursing Home,"Post Box No.107, Murugan Kurichi, Palayamkottai.",Tirunelveli,9123456789,627002,Tamilnadu
Annamalai Hospital,"# 27, Govindan Raod, West Mambalam, Near Srinivasa Theatre",Chennai,9123456789,600033,Tamilnadu
Annammal Hospital,Kuzhithurai,Kuzhithurai,9123456789,629163,Tamilnadu
Annapoorna Hospital,"47-9-32, 3Rd Lane, Dwarakanagar, Visakahpatnam-530016",Vizag,9123456789,530016,Andhra Pradesh
Annapoorna Orthopaedic & Speciality Hospital,"#953, Kantaraj Urs Road, Lakshmipuram, Mysore-570004",Mysore,9123456789,570004,Karnataka
Annapurna Hospital,"K.M. Road, Chikmagalur",Chickmangalur,9123456789,577101,Karnataka
Annapurna Hospital,"Mina Bazar,Kapadvanj City,",Kheda,9123456789,387620,Maharashtra
Annapurna Laparoscopic Surgery And Trauma Care Center,"Plot No-2764/4805, Nageswar Tangi, Old Town, Bhubaneswar, Khurdur, Orissa",Bhubaneswar,9123456789,751002,Orissa
Annapurna Multi Speciality Hospital,"Sri Krishnadevaraya Marga-Gangavathi, Koppal Dist, Karnataka-583227, Near Bus Stand",Gangavathi,9123456789,583227,Karnataka
Annapurna Multispeciality Hospital,"10-165, Eluru Road, Gudivada, Krishna-521301, Opp.Bank Of Baroda",Gudivada,9123456789,521301,Andhra Pradesh
Ano Surge Hospital & Research Centre,"Doctor House,Opp Shantaba Hall,Bus Station Road",Patan,9123456789,384265,Gujarat
Ansari Hospital,"Rz-20F/B, Street No-6, Sagarpur Main.",Delhi,9123456789,110046,Delhi
Ansuya General Hospital,"#4,Daxini Society,Maninagar",Ahmedabad,9123456789,380008,Gujarat
Anu Hospital,"#69,Trichy Road,Very Near To Railway Station",Tanjore,9123456789,613007,Tamilnadu
Anu Hospitals,"33-18-1,Chalasani Venkata Krishwaiah Street Near Puspha Hotel, Krishna Suryaraopet",Vijayawada,9123456789,520002,Andhra Pradesh
Anuchandra Accident Hospital,"Geetai Building, Cinema Road,",Baramati,9123456789,413102,Maharashtra
Anugraha Hospital,"No 18/2,1St Cross,M.C. Layout,Vijayanagar",Bangalore,9123456789,560079,Karnataka
Anugraha Hospital,"# 2698,2Nd Main,2Nd Cross,M.C. B Block",Davangere,9123456789,577004,Karnataka
Anugraha Nursing Home,"No 2,Vinayaka Circle, Palace Guttahalli Main Road, Bangalore-560003Circle Palace Guttahalli Main",Bangalore,9123456789,560003,Karnataka
Anugrahaa Hospital,"55/3A, Govindana Setty Palya Road Konappana Agrahara Electronic City Infosysbangalore South Taluk",Bangalore,9123456789,560100,Karnataka
Anuj Hospital,"#2159 & 2161, Sector-16,Faridabad-121002.",Faridabad,9123456789,121002,Haryana
Anukrushna Hospitals,"10-191/2, Vasanthapuri Colonymalkajgiri",Hyderabad,9123456789,500047,Andhra Pradesh
Anupam Jyoti Medical Centre,"C-38A, Rajat Vihar, Sector-62.",Noida,9123456789,201301,Uttar Pradesh
Anupama Hospital,"16-31/494 & 495, 6Th Phase, Kphb Colony,Kukatpally, Hyderabad-500072",Hyderabad,9123456789,500072,Andhra Pradesh
Anupama Maternity & Nursing Home,"1/18, Jaykar Smruti,Aarey Road, Goregaon West.",Mumbai,9123456789,400062,Maharashtra
Anupama Surgical & Children Hospital,"47-9-21, Dwarakanagar, Visakha Patnam",Vizag,9123456789,530016,Andhra Pradesh
Anuradha Hospital & Trauma Centre,"D-635 60 Fit Road,Ballabhgarh",Faridabad,9123456789,121004,Haryana
Anuradha Nursing Home,"1St Cross, Raghavendra Extension, Thirthahalli.",Shimoga,9123456789,577432,Karnataka
Anurag Nursing Home,"60/181,Heerapath,Mansarower",Jaipur,9123456789,302020,Rajasthan
Anusha Hospital,"12-2-454,Gudi Malkapur,Mehdipatnam",Hyderabad,9123456789,500028,Andhra Pradesh
Anvitha Hospital,"8-3-23A/A/516,517,A-Block Sri Keishna Nagar,Yousufguda",Hyderabad,9123456789,500045,Andhra Pradesh
Anwar Memorial Hospital,"Santhosh Lane, Aluva,Ernakulam Dist.",Aluva,9123456789,683101,Kerala
Aparna Hospital,"450-D,Palaghat Main Road,Kuniamuthu",Coimbatore,9123456789,641008,Tamilnadu
Aparna Hospitals Pvt Ltd,"#2-5-680,Subedari,Hanamkonda",Warangal,9123456789,506001,Andhra Pradesh
Apex Citi Hospital (A Unit Of Siddhartha Healthcare Pvt Ltd.),"D-440, West Vinod Nagar, Hanuman Road, I.P. Extension, Delhi-110092, Near Punjab National Bank",Delhi,9123456789,110092,Delhi
Apex Hospital,"Scf-43,44,Ph 3B-2",Mohali,9123456789,160060,Punjab
Apex Hospital,"75-6-23, Prakash Nagar,East Godavari, Rajamundry.",Rajamundry,9123456789,533103,Andhra Pradesh
Apex Hospital,"Opp Ganesh Maidan, Bidar, Karnataka",Bidar,9123456789,585407,Karnataka
Apex Hospital,"#34,Tagore Nagar,Gwalior",Gwalior,9123456789,474011,Madhya Pradesh
Apex Hospital,"A-Wing, Vaishali Heights, Chandavarkar Road, Borivali (W), Mumbai-400092",Mumbai,9123456789,400092,Maharashtra
Apex Hospital,"Gupte Road, Opp.Shivsena Shakha",Mumbai,9123456789,421202,Maharashtra
Apex Hospital,"Parnaka, Shivtirth, Apt. Ground Floor, Kalyan, Thane, Maharashtra.",Mumbai,9123456789,421301,Maharashtra
Apex Hospital & Trauma Centre,"Plot No 5, Sector 6, Dharuhera, Rewari, Haryana",Rewari,9123456789,123106,Haryana
Apex Hospital (P) Ltd,"Sp 4 & 6 , Mia, Malviya Nagar ,Industrial Area, Jaipur",Jaipur,9123456789,302017,Rajasthan
Apex Hospital (Steel City Critical Care Pvt Ltd),"16-1-5, Coastal Battery Road, Maharanipeta",Vizag,9123456789,530002,Andhra Pradesh
Apex Institute Of Medical Sciences.,"1219, Survey Park, Santoshpur, Kolkata-700075. Hi-Land Park, Big Bazar",Kolkata,9123456789,700075,West Bengal
Apex Kidney Care Pvt Ltd,"101, Eden Rose Shopping Complex,Opp. Cinemax Multiplex,Beverly Park, Mira Road (E),Thane",Mira Road,9123456789,401107,Maharashtra
Apex Kidney Care Pvt Ltd,"''Gaurav Plaza, Annex, R.R.T. Road, Mulund (W), Mumbai",Mumbai,9123456789,400080,Maharashtra
Apex Kidney Care Pvt Ltd,"C/O. Sushrut Hospital, 2Nd Fllor, Swastik Park, Near Kach Gujar Hall, Chembur (E). Mumbai",Mumbai,9123456789,400071,Maharashtra
Apex Kidney Care Pvt Ltd,"Abhishek Commericial Complex, 3Rd Floor S.V. Road, Malad, Near Aditi Hotel, Mumbai, Maharashtra.",Mumbai,9123456789,400064,Maharashtra
Apex Research Centre & Hospital Pvt Ltd,"116-117, Sindhi Colony, Berasia Road,",Bhopal,9123456789,462001,Madhya Pradesh
Apex Welcare Pvt Ltd ( Apex Hosptial),"Near Dlw & Hydil, Varanasi-221004",Varanasi,9123456789,221004,Uttar Pradesh
Apollo B.G.S Hospitals,Adichunchanagiri Roadkuvempunagar Road,Mysore,9123456789,570023,Karnataka
Apollo Emergency & Clinic,16-2-705/5/5Malakpet,Hyderabad,9123456789,500036,Andhra Pradesh
Apollo Emergency & Clinic,"Opp Sai Baba Temple, Bhagyanagar Colony,Kukkatpally Housing Board",Hyderabad,9123456789,500072,Andhra Pradesh
Apollo Emergency & Clinic,"Mehdipatnam, Meeraj Complex, Hyderabad-500028",Hyderabad,9123456789,500028,Andhra Pradesh
Apollo Emergency Hospital,"3-5-836 Hyderguda, Hyderabad 500029",Hyderabad,9123456789,500029,Andhra Pradesh
Apollo First Med Hospitals,"No 154, Poonamallee High Road, Near Neyveli House, Kilpauk, Chennai - 6000No 154, Poonamallee High Road, Near Neyveli House, Kilpauk, Chennai - 6000",Chennai,9123456789,600010,Tamilnadu
Apollo Gleneagles Hospitals Ltd.,"58, Canal Circular Road,Kolkatta-700054",Kolkata,9123456789,700054,West Bengal
Apollo Hospital,"Vikrampuri Colony, Rajivi Gandhi Marg, Kharkhana.",Secunderabad,9123456789,500003,Andhra Pradesh
Apollo Hospital ( T.H.Road-Chennai),"#645, T.H.Road, Tondiarpet",Chennai,9123456789,600081,Tamilnadu
Apollo Hospital (Kakinada),"13-1-3, Main Road, Kakinada - 533001",Eastgodavari,9123456789,533001,Andhra Pradesh
Apollo Hospital International Ltd,"Plot No.1A, Gidc Estate-Bhat, Gandhinagar-382428",Gandhinagar,9123456789,382428,Gujarat
Apollo Hospital- Basheerbagh,"Skylane Theatre Lane, Basheerbagh, Hyderabad-500016Basheerbagh",Hyderabad,9123456789,500016,Andhra Pradesh
Apollo Hospitals,"Jubilee Hills, Hyderabad-500033",Hyderabad,9123456789,500033,Andhra Pradesh
Apollo Hospitals,#9-1-87/1 Next To Keys High School St. Johns Road,Secunderabad,9123456789,500003,Andhra Pradesh
Apollo Hospitals,"Waltair Main Road, Vishakapatnam-530002",Vizag,9123456789,530017,Andhra Pradesh
Apollo Hospitals,"No.154/11,Opp To Iimb,Bannerghatta Road,",Bangalore,9123456789,560076,Karnataka
Apollo Hospitals (Greams Road-Chennai),"#21, Greams Lane,Greams Road, Chennai-600006",Chennai,9123456789,600006,Tamilnadu
Apollo Hospitals Bilaspur,"Seepat Road,Bilaspur(C.G)",Bilaspur,9123456789,495006,Chattisgarh
Apollo Hospitals Enterprise Ltd,"Plt # 251,Sainik School Road,",Khurda,9123456789,751005,Orissa
Apollo Hospitals Enterprise Ltd,"Dmrl Cross Road, Santhosh Nagar,Kanchanbag, Hyderabad -500058",Hyderabad,9123456789,500058,Andhra Pradesh
Apollo Hospitals Karaikudi,"Madurai Main Road, Managiri Village Karaikodi, Tamilnadu-630307, Near, Chettinad Public School",Karaikudi,9123456789,630307,Tamilnadu
Apollo Koramangala Cradle Limited,"#25. 46Th Cross, 5Th Block, Jayanagar, Bangalore, Karnataka",Bangalore,9123456789,560011,Karnataka
Apollo Koramangla Cradle Limited,"No.58, 5Th Cross, 18Th Main Koramangla, 6Th Block, Bangalore, Karnataka.",Bangalore,9123456789,560095,Karnataka
Apollo Nursing Home,"H.No.3-3-111,Sawaran Street,Civil Hospital Road",Karimnagar,9123456789,505001,Andhra Pradesh
Apollo Speciality Hospital (Chennai),"No 320 5Th Floor, Padma Complex, Anna Salai, Near Lr Swami Building, Nandanam, Chennai, Tamil Nadu",Chennai,9123456789,600035,Tamilnadu
Apollo Speciality Hospital (Madurai),"20,Lake View, Kk Nagar,",Madurai,9123456789,625020,Tamilnadu
Apollo Victor Hospital,"Malbhat, Margao, South Goa, Salcetemargao",Margao,9123456789,403601,Goa
Apolo Hospital,"#2509/3,Bhushanpura,Inside Suctan Wind Gate",Amritsar,9123456789,143001,Punjab
Apoorva Health Services Pvt Ltd,"50-17-62, Rajendranagar, Visakhapatnam-530016",Vizag,9123456789,530016,Andhra Pradesh
Apoorva Hospital,"46/A, Santoshnagar Colony,Mehdipatnam, Hyderabad-500028",Hyderabad,9123456789,500028,Andhra Pradesh
Apoorva Hospital,"3Rd Main Road, 9Th Cross, J.P. Extention.",Davangere,9123456789,577002,Karnataka
Apoorva Multispeiality Hospital,"Shreem 4889/90, Off Dr S P M Road, Near Prakash Theatre, Shastrinagar, Belgum- 590002",Belgaum,9123456789,590002,Karnataka
Appasamy Medicare Centre Pvt Ltd,"23-25, Friends Avenue, Arumbakkam, Chennaiarumbakkam",Chennai,9123456789,600106,Tamilnadu
Apple Hospital,"Plot # 266,Vivekanandanagar Colony,Kukatpally",Hyderabad,9123456789,500072,Andhra Pradesh
Apple Hospital,#32 Maruthi Complex M S Nagar Bus Stop Banaswadi Main Road Bangalore,Bangalore,9123456789,560033,Karnataka
Appollo Medical Invstgations & Appollo Nursing Home,"# 584, M.G. Road, New Palasiaindore",Indore,9123456789,452001,Madhya Pradesh
Appusami Hospital,"# 8Z/A, Gandhi Road,Salem-636007.",Salem,9123456789,636007,Tamilnadu
Apulki Vairagade Multispeciality Hospital,"Manewada Cement Road,Plot # 151,Opp To Navdurga Mandir",Nagpur,9123456789,440024,Maharashtra
Arasan Eye Hospital,"#26, Annamalai Layout,Opp To Road Theatre",Erode,9123456789,638011,Tamilnadu
Aravali Hospital,"# 332, Ambamata Schemeudaipur, Rajasthan",Udaipur,9123456789,313004,Rajasthan
Aravind Eye Hospital (Salem),"64, Sankagiri Main Road, Nethimedu, Salem, Tamilnadu-636002, Opposite To Kaliamman Temple",Salem,9123456789,636002,Tamilnadu
Aravind Eye Hospital - Coimbatore,"Avanashi Road, Coimbatore-641014Teelametu",Coimbatore,9123456789,641014,Tamilnadu
Aravind Eye Hospital - Pondicherry,"Cuddalore Main Road,Abishekapakkam Post,Thavalakuppam, Pondicherry-605007Thavalakuppam",Pondicherry,9123456789,605007,Tamilnadu
Aravind Eye Hospital - Theni,"371,Periakulam Road,Allinagaram",Theni,9123456789,625531,Tamilnadu
Aravind Eye Hospital - Tirunelveli,# 1. S.N. High Road,Tirunelveli,9123456789,627001,Tamilnadu
Aravind Eye Hospital Private Limited,"# 12-2-824/A/1, Santosh Nagar Colony, Opp:St.Ann'S Womens College, Mehdipatnam. Hyderabad-500028",Hyderabad,9123456789,500028,Andhra Pradesh
Aravind Eye Hospital- Madhurai,"1- Anna Nagar, Madurai-625020Madhurai",Madurai,9123456789,625020,Tamilnadu
Aravind Eye Hospital-Tirupur,"Dharapuram Main Road, K. Chettipalayam, Tirupur, Tamilnadu",Tirupur,9123456789,641608,Tamilnadu
Aravind Multispeciality Hospital,Opp Police Station Hayata Nagar Opp Police Station,Hyderabad,9123456789,501505,Andhra Pradesh
Aravind Nethralaya Meenakshi Hospital,"16-2-269, Swathantra Park Street,Near Saibaba Temple, Gandhi Nagar,Nellore",Nellore,9123456789,524001,Andhra Pradesh
Aravind Sai Eye Hospital,"# 1, Ganesan Street,Pammal Main Road Krishna Nagar",Chennai,9123456789,600075,Tamilnadu
Aravinda Hospital,"#644,4Th Main, Aravinda Nagar,",Mysore,9123456789,570023,Karnataka
